fold_id,train_size,split_protocol,seed,g1,g2,g3,y_train
5,full,gene_level_disjoint_TVT,42,b0524,b0613,b0662,1
5,full,gene_level_disjoint_TVT,42,b2366,b2508,b4039,0
5,full,gene_level_disjoint_TVT,42,b0639,b1380,b2379,1
5,full,gene_level_disjoint_TVT,42,b0861,b1764,b2429,0
5,full,gene_level_disjoint_TVT,42,b2026,b2587,b3399,1
5,full,gene_level_disjoint_TVT,42,b1396,b2029,b3650,0
5,full,gene_level_disjoint_TVT,42,b0613,b0653,b1493,0
5,full,gene_level_disjoint_TVT,42,b2463,b2988,b3359,0
5,full,gene_level_disjoint_TVT,42,b2097,b2441,b2924,0
5,full,gene_level_disjoint_TVT,42,b2035,b2492,b2787,0
5,full,gene_level_disjoint_TVT,42,b0928,b1093,b2027,1
5,full,gene_level_disjoint_TVT,42,b2034,b3805,b3996,1
5,full,gene_level_disjoint_TVT,42,b0212,b0452,b2747,1
5,full,gene_level_disjoint_TVT,42,b1764,b1818,b3196,1
5,full,gene_level_disjoint_TVT,42,b1704,b2297,b3748,0
5,full,gene_level_disjoint_TVT,42,b0237,b1059,b1336,0
5,full,gene_level_disjoint_TVT,42,b2668,b3918,b4039,0
5,full,gene_level_disjoint_TVT,42,b2150,b2802,b3789,0
5,full,gene_level_disjoint_TVT,42,b1093,b2297,b3883,1
5,full,gene_level_disjoint_TVT,42,b0841,b1517,b2027,0
5,full,gene_level_disjoint_TVT,42,b0421,b0425,b3959,1
5,full,gene_level_disjoint_TVT,42,b1396,b2501,b3770,1
5,full,gene_level_disjoint_TVT,42,b0341,b0605,b1919,0
5,full,gene_level_disjoint_TVT,42,b0604,b3201,b4239,1
5,full,gene_level_disjoint_TVT,42,b2587,b3201,b3620,1
5,full,gene_level_disjoint_TVT,42,b0605,b2146,b2441,0
5,full,gene_level_disjoint_TVT,42,b0827,b2719,b3059,0
5,full,gene_level_disjoint_TVT,42,b0759,b2868,b3619,0
5,full,gene_level_disjoint_TVT,42,b1394,b1493,b2668,0
5,full,gene_level_disjoint_TVT,42,b0657,b3770,b3918,1
5,full,gene_level_disjoint_TVT,42,b1801,b2441,b3736,0
5,full,gene_level_disjoint_TVT,42,b1014,b1465,b2287,0
5,full,gene_level_disjoint_TVT,42,b0861,b2020,b3829,1
5,full,gene_level_disjoint_TVT,42,b1337,b2026,b2146,1
5,full,gene_level_disjoint_TVT,42,b0524,b1054,b3450,1
5,full,gene_level_disjoint_TVT,42,b1337,b2687,b3918,1
5,full,gene_level_disjoint_TVT,42,b0750,b1014,b2492,1
5,full,gene_level_disjoint_TVT,42,b1587,b2097,b3619,0
5,full,gene_level_disjoint_TVT,42,b2284,b3654,b3860,0
5,full,gene_level_disjoint_TVT,42,b0577,b3291,b3709,0
5,full,gene_level_disjoint_TVT,42,b0125,b2265,b4067,0
5,full,gene_level_disjoint_TVT,42,b2465,b2492,b3374,0
5,full,gene_level_disjoint_TVT,42,b0237,b2022,b3939,1
5,full,gene_level_disjoint_TVT,42,b0684,b3365,b3748,0
5,full,gene_level_disjoint_TVT,42,b0632,b1190,b2284,0
5,full,gene_level_disjoint_TVT,42,b0402,b4198,b4239,0
5,full,gene_level_disjoint_TVT,42,b2023,b2721,b3568,1
5,full,gene_level_disjoint_TVT,42,b1493,b1858,b3608,0
5,full,gene_level_disjoint_TVT,42,b0242,b1193,b2023,1
5,full,gene_level_disjoint_TVT,42,b3589,b3805,b4242,1
5,full,gene_level_disjoint_TVT,42,b0062,b0592,b4129,0
5,full,gene_level_disjoint_TVT,42,b1033,b2029,b3336,0
5,full,gene_level_disjoint_TVT,42,b0655,b2720,b3336,0
5,full,gene_level_disjoint_TVT,42,b0150,b0237,b3656,0
5,full,gene_level_disjoint_TVT,42,b1208,b1603,b1917,1
5,full,gene_level_disjoint_TVT,42,b2288,b2379,b3028,0
5,full,gene_level_disjoint_TVT,42,b0684,b3291,b3736,0
5,full,gene_level_disjoint_TVT,42,b2542,b3650,b3829,0
5,full,gene_level_disjoint_TVT,42,b2199,b2492,b2937,0
5,full,gene_level_disjoint_TVT,42,b0085,b0928,b3709,1
5,full,gene_level_disjoint_TVT,42,b0171,b3885,b4167,0
5,full,gene_level_disjoint_TVT,42,b2744,b3336,b3620,0
5,full,gene_level_disjoint_TVT,42,b2492,b2979,b4287,0
5,full,gene_level_disjoint_TVT,42,b0150,b0311,b4208,0
5,full,gene_level_disjoint_TVT,42,b0425,b3115,b3892,0
5,full,gene_level_disjoint_TVT,42,b3867,b3870,b4198,1
5,full,gene_level_disjoint_TVT,42,b0002,b1336,b2912,0
5,full,gene_level_disjoint_TVT,42,b0062,b0311,b4129,0
5,full,gene_level_disjoint_TVT,42,b0662,b1858,b2502,0
5,full,gene_level_disjoint_TVT,42,b1059,b1093,b2817,1
5,full,gene_level_disjoint_TVT,42,b0604,b1606,b3063,0
5,full,gene_level_disjoint_TVT,42,b0765,b1468,b1599,0
5,full,gene_level_disjoint_TVT,42,b1336,b1468,b1745,0
5,full,gene_level_disjoint_TVT,42,b0116,b0781,b1245,0
5,full,gene_level_disjoint_TVT,42,b0237,b2668,b2996,0
5,full,gene_level_disjoint_TVT,42,b0543,b1380,b1990,0
5,full,gene_level_disjoint_TVT,42,b0572,b3581,b4036,0
5,full,gene_level_disjoint_TVT,42,b0120,b0469,b3654,0
5,full,gene_level_disjoint_TVT,42,b1396,b2574,b3654,1
5,full,gene_level_disjoint_TVT,42,b0750,b1336,b1396,1
5,full,gene_level_disjoint_TVT,42,b2199,b3456,b3875,0
