fold_id,train_size,split_protocol,seed,g1,g2,g3,y_train
3,full,gene_level_disjoint_TVT,42,b1301,b2261,b3225,0
3,full,gene_level_disjoint_TVT,42,b0368,b2481,b4382,0
3,full,gene_level_disjoint_TVT,42,b1319,b1617,b2467,0
3,full,gene_level_disjoint_TVT,42,b2515,b3603,b4015,1
3,full,gene_level_disjoint_TVT,42,b0383,b1617,b2153,1
3,full,gene_level_disjoint_TVT,42,b0356,b1476,b2895,0
3,full,gene_level_disjoint_TVT,42,b2155,b2934,b3172,1
3,full,gene_level_disjoint_TVT,42,b0512,b2530,b3478,1
3,full,gene_level_disjoint_TVT,42,b0070,b3517,b3603,0
3,full,gene_level_disjoint_TVT,42,b0070,b0350,b3475,0
3,full,gene_level_disjoint_TVT,42,b2676,b3729,b4015,1
3,full,gene_level_disjoint_TVT,42,b1225,b2393,b4088,0
3,full,gene_level_disjoint_TVT,42,b1748,b1992,b3991,1
3,full,gene_level_disjoint_TVT,42,b0638,b2536,b3360,1
3,full,gene_level_disjoint_TVT,42,b0110,b0124,b2895,0
3,full,gene_level_disjoint_TVT,42,b0048,b0493,b4193,0
3,full,gene_level_disjoint_TVT,42,b0070,b1215,b4240,1
3,full,gene_level_disjoint_TVT,42,b0895,b1011,b2738,0
3,full,gene_level_disjoint_TVT,42,b0511,b1694,b4407,1
3,full,gene_level_disjoint_TVT,42,b1215,b1617,b1748,1
3,full,gene_level_disjoint_TVT,42,b0110,b0463,b1589,0
3,full,gene_level_disjoint_TVT,42,b1134,b1319,b2415,0
3,full,gene_level_disjoint_TVT,42,b0063,b2515,b3844,1
3,full,gene_level_disjoint_TVT,42,b1091,b1476,b3426,1
3,full,gene_level_disjoint_TVT,42,b0997,b2091,b4169,0
3,full,gene_level_disjoint_TVT,42,b3058,b3849,b4298,1
3,full,gene_level_disjoint_TVT,42,b0411,b1444,b2175,0
3,full,gene_level_disjoint_TVT,42,b0099,b0344,b0612,0
3,full,gene_level_disjoint_TVT,42,b0048,b3806,b4193,0
3,full,gene_level_disjoint_TVT,42,b1189,b2293,b4169,0
3,full,gene_level_disjoint_TVT,42,b1748,b2507,b3553,1
3,full,gene_level_disjoint_TVT,42,b1474,b3397,b3714,0
3,full,gene_level_disjoint_TVT,42,b2883,b3478,b3804,1
3,full,gene_level_disjoint_TVT,42,b0822,b2049,b4015,0
3,full,gene_level_disjoint_TVT,42,b0756,b1900,b3734,0
3,full,gene_level_disjoint_TVT,42,b0149,b1301,b1390,0
3,full,gene_level_disjoint_TVT,42,b0099,b3479,b3488,0
3,full,gene_level_disjoint_TVT,42,b1854,b3734,b3916,0
3,full,gene_level_disjoint_TVT,42,b2134,b2167,b3479,0
3,full,gene_level_disjoint_TVT,42,b0512,b2033,b3182,0
3,full,gene_level_disjoint_TVT,42,b0032,b1476,b4407,1
3,full,gene_level_disjoint_TVT,42,b2091,b2530,b3849,1
3,full,gene_level_disjoint_TVT,42,b2579,b3161,b3579,0
3,full,gene_level_disjoint_TVT,42,b0593,b1277,b1651,1
3,full,gene_level_disjoint_TVT,42,b2153,b2485,b3397,1
3,full,gene_level_disjoint_TVT,42,b0003,b0368,b4474,1
3,full,gene_level_disjoint_TVT,42,b0593,b1584,b2467,0
3,full,gene_level_disjoint_TVT,42,b0638,b4139,b4544,0
3,full,gene_level_disjoint_TVT,42,b0474,b1982,b4474,0
3,full,gene_level_disjoint_TVT,42,b1678,b4153,b4214,1
3,full,gene_level_disjoint_TVT,42,b2435,b4088,b4244,0
3,full,gene_level_disjoint_TVT,42,b2132,b2293,b4154,0
3,full,gene_level_disjoint_TVT,42,b2134,b2715,b3824,0
3,full,gene_level_disjoint_TVT,42,b1476,b1682,b3397,0
3,full,gene_level_disjoint_TVT,42,b2670,b3093,b3565,0
3,full,gene_level_disjoint_TVT,42,b0612,b3517,b3909,0
3,full,gene_level_disjoint_TVT,42,b0174,b0356,b2536,1
3,full,gene_level_disjoint_TVT,42,b2049,b3714,b4298,0
3,full,gene_level_disjoint_TVT,42,b2167,b3806,b4262,1
3,full,gene_level_disjoint_TVT,42,b0103,b1694,b2436,1
3,full,gene_level_disjoint_TVT,42,b3093,b3519,b3806,0
3,full,gene_level_disjoint_TVT,42,b1588,b2877,b4390,0
3,full,gene_level_disjoint_TVT,42,b1985,b3617,b4192,0
3,full,gene_level_disjoint_TVT,42,b0180,b1682,b4117,1
3,full,gene_level_disjoint_TVT,42,b0352,b3579,b3991,1
3,full,gene_level_disjoint_TVT,42,b0509,b2507,b3475,1
3,full,gene_level_disjoint_TVT,42,b2400,b3451,b3565,1
3,full,gene_level_disjoint_TVT,42,b1317,b1985,b3488,0
3,full,gene_level_disjoint_TVT,42,b1778,b2175,b4095,0
3,full,gene_level_disjoint_TVT,42,b0521,b0624,b3849,0
3,full,gene_level_disjoint_TVT,42,b0151,b1474,b4262,1
3,full,gene_level_disjoint_TVT,42,b2254,b2530,b2676,1
3,full,gene_level_disjoint_TVT,42,b0078,b3942,b4262,1
3,full,gene_level_disjoint_TVT,42,b0383,b2103,b2490,1
3,full,gene_level_disjoint_TVT,42,b0997,b1528,b3182,0
3,full,gene_level_disjoint_TVT,42,b1588,b2515,b4464,1
3,full,gene_level_disjoint_TVT,42,b0048,b2904,b3001,0
3,full,gene_level_disjoint_TVT,42,b0151,b1091,b4464,1
3,full,gene_level_disjoint_TVT,42,b2232,b4015,b4123,0
3,full,gene_level_disjoint_TVT,42,b1463,b3001,b4474,0
3,full,gene_level_disjoint_TVT,42,b0521,b3607,b4267,1
3,full,gene_level_disjoint_TVT,42,b0048,b0411,b0474,0
3,full,gene_level_disjoint_TVT,42,b0036,b1748,b2293,0
3,full,gene_level_disjoint_TVT,42,b0151,b3566,b3786,0
3,full,gene_level_disjoint_TVT,42,b2167,b2254,b3779,0
3,full,gene_level_disjoint_TVT,42,b1206,b3117,b4467,0
3,full,gene_level_disjoint_TVT,42,b1701,b1907,b2378,0
3,full,gene_level_disjoint_TVT,42,b3001,b3426,b3722,0
3,full,gene_level_disjoint_TVT,42,b0388,b0764,b4407,1
3,full,gene_level_disjoint_TVT,42,b2923,b3781,b3917,0
3,full,gene_level_disjoint_TVT,42,b0114,b0415,b1678,1
3,full,gene_level_disjoint_TVT,42,b0040,b0078,b4262,1
3,full,gene_level_disjoint_TVT,42,b0415,b0783,b1301,1
3,full,gene_level_disjoint_TVT,42,b1927,b1985,b3878,0
3,full,gene_level_disjoint_TVT,42,b2261,b3544,b4244,0
3,full,gene_level_disjoint_TVT,42,b0040,b0238,b3117,0
3,full,gene_level_disjoint_TVT,42,b1985,b2153,b3366,1
3,full,gene_level_disjoint_TVT,42,b1678,b1927,b2254,0
3,full,gene_level_disjoint_TVT,42,b1805,b2579,b2904,0
3,full,gene_level_disjoint_TVT,42,b0936,b3844,b4291,0
3,full,gene_level_disjoint_TVT,42,b0099,b0677,b1319,0
3,full,gene_level_disjoint_TVT,42,b0907,b1589,b3517,0
3,full,gene_level_disjoint_TVT,42,b0521,b1385,b3804,1
3,full,gene_level_disjoint_TVT,42,b0997,b2264,b3729,1
3,full,gene_level_disjoint_TVT,42,b2415,b3198,b4485,1
3,full,gene_level_disjoint_TVT,42,b1588,b4267,b4390,0
3,full,gene_level_disjoint_TVT,42,b0110,b3176,b3517,1
3,full,gene_level_disjoint_TVT,42,b0032,b4123,b4192,0
3,full,gene_level_disjoint_TVT,42,b0829,b0936,b3360,1
3,full,gene_level_disjoint_TVT,42,b0103,b1805,b4015,1
3,full,gene_level_disjoint_TVT,42,b1444,b1528,b2895,0
3,full,gene_level_disjoint_TVT,42,b1263,b1463,b3542,1
3,full,gene_level_disjoint_TVT,42,b0092,b0593,b0826,0
3,full,gene_level_disjoint_TVT,42,b1701,b3958,b4298,1
3,full,gene_level_disjoint_TVT,42,b0383,b1206,b1390,0
3,full,gene_level_disjoint_TVT,42,b1927,b3734,b4464,0
3,full,gene_level_disjoint_TVT,42,b0826,b1617,b3453,0
3,full,gene_level_disjoint_TVT,42,b0903,b2738,b3519,0
3,full,gene_level_disjoint_TVT,42,b1301,b2065,b4374,0
3,full,gene_level_disjoint_TVT,42,b0049,b0151,b2261,0
3,full,gene_level_disjoint_TVT,42,b0110,b0822,b3917,0
3,full,gene_level_disjoint_TVT,42,b0040,b2293,b2481,0
3,full,gene_level_disjoint_TVT,42,b1927,b2530,b3225,1
3,full,gene_level_disjoint_TVT,42,b0070,b0509,b3877,0
3,full,gene_level_disjoint_TVT,42,b1985,b4041,b4084,0
3,full,gene_level_disjoint_TVT,42,b2156,b3453,b3958,1
3,full,gene_level_disjoint_TVT,42,b1694,b1850,b2415,0
3,full,gene_level_disjoint_TVT,42,b0312,b3844,b3909,0
3,full,gene_level_disjoint_TVT,42,b1778,b2293,b4407,1
3,full,gene_level_disjoint_TVT,42,b0723,b1733,b2400,1
3,full,gene_level_disjoint_TVT,42,b0067,b1206,b1444,0
3,full,gene_level_disjoint_TVT,42,b0114,b1805,b4291,0
3,full,gene_level_disjoint_TVT,42,b0049,b0415,b0511,1
3,full,gene_level_disjoint_TVT,42,b1215,b2132,b2260,1
3,full,gene_level_disjoint_TVT,42,b2037,b2934,b4193,0
3,full,gene_level_disjoint_TVT,42,b0200,b3058,b3734,1
3,full,gene_level_disjoint_TVT,42,b2507,b4154,b4244,1
3,full,gene_level_disjoint_TVT,42,b1682,b2179,b2260,0
3,full,gene_level_disjoint_TVT,42,b0090,b3453,b4374,1
3,full,gene_level_disjoint_TVT,42,b2764,b3806,b4117,1
3,full,gene_level_disjoint_TVT,42,b0092,b0368,b2883,0
3,full,gene_level_disjoint_TVT,42,b0368,b3198,b4123,1
3,full,gene_level_disjoint_TVT,42,b0124,b0348,b2156,0
3,full,gene_level_disjoint_TVT,42,b0352,b0677,b3426,0
3,full,gene_level_disjoint_TVT,42,b0054,b0756,b3475,1
3,full,gene_level_disjoint_TVT,42,b0351,b0493,b4390,0
3,full,gene_level_disjoint_TVT,42,b0040,b1682,b4214,1
3,full,gene_level_disjoint_TVT,42,b0151,b2051,b2515,1
3,full,gene_level_disjoint_TVT,42,b1474,b3117,b4084,0
3,full,gene_level_disjoint_TVT,42,b0593,b1662,b2155,1
3,full,gene_level_disjoint_TVT,42,b0376,b2156,b4474,0
3,full,gene_level_disjoint_TVT,42,b1263,b2091,b2132,1
3,full,gene_level_disjoint_TVT,42,b0474,b0826,b2530,1
3,full,gene_level_disjoint_TVT,42,b1134,b1474,b3565,0
3,full,gene_level_disjoint_TVT,42,b1010,b2895,b3006,0
3,full,gene_level_disjoint_TVT,42,b0063,b1010,b3001,0
3,full,gene_level_disjoint_TVT,42,b0907,b2047,b4088,0
3,full,gene_level_disjoint_TVT,42,b0895,b3132,b3161,0
3,full,gene_level_disjoint_TVT,42,b1390,b2254,b3189,1
3,full,gene_level_disjoint_TVT,42,b1325,b3752,b3804,1
3,full,gene_level_disjoint_TVT,42,b2676,b3360,b4209,1
3,full,gene_level_disjoint_TVT,42,b0764,b3182,b3849,0
3,full,gene_level_disjoint_TVT,42,b1107,b2254,b4240,0
3,full,gene_level_disjoint_TVT,42,b0049,b0383,b2670,0
3,full,gene_level_disjoint_TVT,42,b0641,b4139,b4213,1
3,full,gene_level_disjoint_TVT,42,b2436,b3478,b3714,0
3,full,gene_level_disjoint_TVT,42,b0040,b2132,b3752,0
3,full,gene_level_disjoint_TVT,42,b0036,b0333,b0903,0
3,full,gene_level_disjoint_TVT,42,b0180,b0383,b3793,1
3,full,gene_level_disjoint_TVT,42,b0350,b0475,b1012,0
3,full,gene_level_disjoint_TVT,42,b1662,b4123,b4152,1
3,full,gene_level_disjoint_TVT,42,b0067,b1319,b1907,0
3,full,gene_level_disjoint_TVT,42,b2467,b3632,b3876,0
3,full,gene_level_disjoint_TVT,42,b0508,b4006,b4154,1
3,full,gene_level_disjoint_TVT,42,b2904,b3397,b3553,0
3,full,gene_level_disjoint_TVT,42,b0352,b2436,b4193,0
3,full,gene_level_disjoint_TVT,42,b3412,b3451,b4244,1
3,full,gene_level_disjoint_TVT,42,b0508,b0512,b1662,1
3,full,gene_level_disjoint_TVT,42,b0896,b3623,b4042,0
3,full,gene_level_disjoint_TVT,42,b0352,b1325,b1600,0
3,full,gene_level_disjoint_TVT,42,b0238,b1215,b3182,1
3,full,gene_level_disjoint_TVT,42,b0376,b0401,b0783,0
3,full,gene_level_disjoint_TVT,42,b0764,b3812,b3958,1
3,full,gene_level_disjoint_TVT,42,b0896,b2738,b2997,0
3,full,gene_level_disjoint_TVT,42,b2232,b4240,b4267,0
3,full,gene_level_disjoint_TVT,42,b1680,b2153,b2536,1
3,full,gene_level_disjoint_TVT,42,b0936,b1385,b3622,0
3,full,gene_level_disjoint_TVT,42,b0032,b2515,b4383,1
3,full,gene_level_disjoint_TVT,42,b0475,b2431,b3350,0
3,full,gene_level_disjoint_TVT,42,b3172,b3488,b3958,1
3,full,gene_level_disjoint_TVT,42,b0099,b3812,b4194,0
3,full,gene_level_disjoint_TVT,42,b0978,b1225,b4117,0
3,full,gene_level_disjoint_TVT,42,b2103,b2490,b3622,1
3,full,gene_level_disjoint_TVT,42,b1319,b2263,b3876,0
3,full,gene_level_disjoint_TVT,42,b2415,b2490,b2794,0
3,full,gene_level_disjoint_TVT,42,b0677,b0903,b2415,0
