fold_id,train_size,split_protocol,seed,g1,g2,g3,y_train
1,full,gene_level_disjoint_TVT,42,b1101,b1200,b2724,0
1,full,gene_level_disjoint_TVT,42,b0029,b0651,b0904,1
1,full,gene_level_disjoint_TVT,42,b1236,b2180,b2202,0
1,full,gene_level_disjoint_TVT,42,b0331,b2328,b4151,0
1,full,gene_level_disjoint_TVT,42,b1492,b1695,b2529,0
1,full,gene_level_disjoint_TVT,42,b1896,b2201,b3653,0
1,full,gene_level_disjoint_TVT,42,b0268,b0696,b2413,0
1,full,gene_level_disjoint_TVT,42,b0066,b0222,b3008,0
1,full,gene_level_disjoint_TVT,42,b0894,b2724,b4356,0
1,full,gene_level_disjoint_TVT,42,b1771,b3416,b4141,0
1,full,gene_level_disjoint_TVT,42,b3127,b3653,b4219,0
1,full,gene_level_disjoint_TVT,42,b0904,b1814,b2935,0
1,full,gene_level_disjoint_TVT,42,b0073,b0692,b0854,0
1,full,gene_level_disjoint_TVT,42,b0849,b1814,b3385,0
1,full,gene_level_disjoint_TVT,42,b0159,b0809,b1814,1
1,full,gene_level_disjoint_TVT,42,b1363,b1832,b2464,0
1,full,gene_level_disjoint_TVT,42,b1475,b3577,b3621,0
1,full,gene_level_disjoint_TVT,42,b0576,b1511,b1695,0
1,full,gene_level_disjoint_TVT,42,b0152,b1448,b4064,0
1,full,gene_level_disjoint_TVT,42,b2919,b3564,b3940,0
1,full,gene_level_disjoint_TVT,42,b0856,b3370,b3567,0
1,full,gene_level_disjoint_TVT,42,b0019,b0864,b2675,0
1,full,gene_level_disjoint_TVT,42,b0573,b2423,b3008,0
1,full,gene_level_disjoint_TVT,42,b0864,b1734,b4160,1
1,full,gene_level_disjoint_TVT,42,b0432,b1224,b3894,0
1,full,gene_level_disjoint_TVT,42,b1441,b1623,b3894,0
1,full,gene_level_disjoint_TVT,42,b0152,b0268,b2240,0
1,full,gene_level_disjoint_TVT,42,b0908,b1711,b1870,1
1,full,gene_level_disjoint_TVT,42,b0522,b0766,b3582,1
1,full,gene_level_disjoint_TVT,42,b1524,b3943,b4032,0
1,full,gene_level_disjoint_TVT,42,b2253,b2488,b2750,1
1,full,gene_level_disjoint_TVT,42,b1896,b2251,b2750,1
1,full,gene_level_disjoint_TVT,42,b0720,b2243,b2303,1
1,full,gene_level_disjoint_TVT,42,b0446,b1126,b1246,0
1,full,gene_level_disjoint_TVT,42,b0863,b2488,b2752,1
1,full,gene_level_disjoint_TVT,42,b2483,b2813,b3385,0
1,full,gene_level_disjoint_TVT,42,b0154,b0728,b3857,1
1,full,gene_level_disjoint_TVT,42,b1246,b2954,b3744,0
1,full,gene_level_disjoint_TVT,42,b0314,b1817,b1896,0
1,full,gene_level_disjoint_TVT,42,b0433,b3281,b4136,0
1,full,gene_level_disjoint_TVT,42,b1264,b1475,b4069,1
1,full,gene_level_disjoint_TVT,42,b2178,b2341,b2918,0
1,full,gene_level_disjoint_TVT,42,b0809,b1467,b3785,0
1,full,gene_level_disjoint_TVT,42,b0905,b2919,b4196,0
1,full,gene_level_disjoint_TVT,42,b0693,b2551,b3715,0
1,full,gene_level_disjoint_TVT,42,b1199,b1236,b4160,1
1,full,gene_level_disjoint_TVT,42,b1738,b2893,b4136,0
1,full,gene_level_disjoint_TVT,42,b0596,b0728,b3035,0
1,full,gene_level_disjoint_TVT,42,b1236,b2201,b4196,0
1,full,gene_level_disjoint_TVT,42,b0734,b0830,b0854,0
1,full,gene_level_disjoint_TVT,42,b0693,b0722,b4219,0
1,full,gene_level_disjoint_TVT,42,b2578,b2724,b3197,0
1,full,gene_level_disjoint_TVT,42,b0268,b1814,b3128,0
1,full,gene_level_disjoint_TVT,42,b1199,b1492,b2240,0
1,full,gene_level_disjoint_TVT,42,b3137,b3697,b3721,0
1,full,gene_level_disjoint_TVT,42,b0091,b0751,b4367,1
1,full,gene_level_disjoint_TVT,42,b0339,b2421,b2660,0
1,full,gene_level_disjoint_TVT,42,b2028,b2578,b3857,0
1,full,gene_level_disjoint_TVT,42,b0832,b1119,b1453,0
